AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
13,13.54726961,176.114505,Basic,Credit card,Yes,Movies,No,Computer,23.20498746,36.56688154,30,Comedy,4.69828473,2,Male,1,No,Yes,MN050IE5UZ,0
65,15.50287707,1007.687009,Standard,Bank transfer,No,Both,No,Mobile,2.145128749,104.1350195,35,Sci-Fi,4.536042872,8,Female,11,No,Yes,88VCGZAUHY,0
46,19.67368536,904.9895265,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,9.182040409,128.625604,15,Sci-Fi,2.747813581,9,Female,16,Yes,Yes,FQGCS76BDQ,1
84,16.03982653,1347.345429,Basic,Mailed check,No,Movies,No,Tablet,25.25158137,110.8228369,38,Comedy,2.370696645,9,Female,11,Yes,Yes,1XXPDRH0OQ,0
71,8.667338104,615.3810054,Standard,Credit card,No,Both,Yes,TV,9.55717846,102.4268511,37,Fantasy,3.586912476,1,Male,8,No,Yes,3ZQSX849UE,0
117,7.00223461,819.2614494,Basic,Mailed check,Yes,Both,No,TV,5.308398364,13.32532838,45,Sci-Fi,1.235653302,5,Female,19,Yes,Yes,MTODJLYBFA,0
51,10.12057688,516.1494207,Basic,Electronic check,No,Both,Yes,TV,10.08460975,80.90599853,8,Fantasy,2.963233724,3,Female,11,Yes,No,22YAY5XNJL,0
,14.17634939,510.3485782,Basic,Bank transfer,No,Both,No,Mobile,38.69089116,24.75379718,49,Drama,3.225064234,1,Female,12,Yes,Yes,9PLM709P0M,0
,12.66375297,1418.340332,Basic,Electronic check,Yes,TV Shows,Yes,TV,1.12240131,97.60268238,0,Action,3.307284479,3,Female,24,No,Yes,JPUJK4YV80,0
88,8.349744719,734.7775353,Premium,Credit card,Yes,Both,No,Computer,20.5423267,157.4945022,36,Comedy,3.912440809,5,Female,1,Yes,No,MPYMO4IB7T,0
70,6.338976403,443.7283482,Premium,Credit card,No,Both,No,TV,2.916870352,169.7856099,3,Sci-Fi,3.40404726,9,Male,16,No,No,XGBGPF1BWU,0
75,19.02544456,1426.908342,Premium,Electronic check,Yes,Both,Yes,TV,6.768288155,153.5132507,8,Fantasy,3.762455312,9,Female,2,No,Yes,5I23Z5U3SO,0
100,11.96816501,1196.816501,Basic,Mailed check,No,Both,Yes,Tablet,33.99113434,18.19271113,17,Comedy,4.161823674,2,Female,14,Yes,No,0L3KLJJ78C,1
49,17.68750457,866.6877238,Basic,Mailed check,No,Movies,Yes,Computer,15.04252931,128.5590675,26,Fantasy,4.020504596,9,Female,13,No,No,DKLMCLFKB7,0
4,19.15944101,76.63776402,Standard,Mailed check,No,Both,No,Tablet,14.49446264,76.16547359,30,Comedy,2.656775697,6,Male,14,Yes,No,IUWLWGRJQD,0
28,9.076107107,254.130999,Basic,Credit card,Yes,Movies,Yes,TV,15.7529902,109.656322,15,Action,4.457523306,7,Female,2,Yes,Yes,2VRNLS8356,0
64,11.25606263,720.3880086,Basic,Electronic check,Yes,TV Shows,No,Mobile,23.71007902,28.29887058,21,Fantasy,1.95751478,2,Female,1,Yes,Yes,29CHEIA4BW,0
73,10.37738066,757.5487883,Premium,Credit card,Yes,TV Shows,Yes,TV,20.87931601,75.61668561,39,Action,2.407425382,3,Male,18,Yes,Yes,K4L4QY33TA,0
18,6.69087768,120.4357982,Standard,Bank transfer,No,Both,No,Computer,15.12844424,134.9395515,8,Comedy,4.582716117,9,Male,4,Yes,No,OXHOM2BAUT,0
70,15.67407235,1097.185064,Standard,Credit card,Yes,Movies,Yes,Tablet,37.85484372,,25,Fantasy,3.28892718,2,Male,14,No,No,XH38TKQDSV,0
1,17.04522163,17.04522163,Standard,Credit card,No,Movies,No,Tablet,37.11994108,133.310614,40,Action,2.718126355,4,Female,3,Yes,No,QKDYB6OYN3,1
109,10.36727749,1130.033246,Premium,Credit card,No,Both,Yes,TV,2.20369698,88.1919021,3,Drama,2.43215968,4,Female,15,Yes,No,MZPLXJRD0M,0
27,19.49320999,526.3166698,Premium,Mailed check,No,Both,Yes,Computer,,156.2490474,39,Action,2.810913308,2,Male,16,Yes,Yes,WX4G3IUCPE,0
41,6.425442619,263.4431474,Premium,Electronic check,Yes,Both,Yes,TV,38.94945452,124.5816636,16,Drama,3.520918478,5,Female,3,No,Yes,2Q4C6LAM7I,0
30,9.538108685,286.1432605,Standard,Mailed check,Yes,Movies,Yes,Tablet,10.19268065,46.25689741,1,Drama,2.094846807,6,Male,24,No,Yes,UPY8XHZ7O9,1
44,18.84330491,829.1054159,Basic,Bank transfer,No,Both,Yes,TV,10.30700535,100.9038394,9,Comedy,4.444613147,5,Male,18,No,Yes,5SG35SAAQ0,1
7,14.07651766,98.53562363,Standard,Mailed check,Yes,Both,Yes,TV,17.10547993,121.0857407,39,Sci-Fi,1.668943657,7,Male,8,No,No,4N4YRXNV0K,0
10,10.53229606,105.3229606,Premium,Bank transfer,Yes,Movies,No,Tablet,,140.3900584,34,Fantasy,1.93917619,5,Female,9,No,Yes,M6AZS4DVE9,0
26,11.66073464,303.1791007,Premium,Electronic check,No,Both,Yes,Mobile,10.43381522,108.6476596,14,Sci-Fi,1.776662976,8,Female,18,Yes,No,48X42UFPZ8,0
49,5.779920802,283.2161193,Basic,Electronic check,Yes,Both,No,Mobile,27.61173018,179.6204023,36,Comedy,3.704485198,2,Male,18,Yes,Yes,USAJJIXGAM,0
102,5.297443709,540.3392584,Premium,Electronic check,No,TV Shows,No,TV,1.770345297,32.16366342,5,Drama,2.670152113,7,Female,14,Yes,No,XQOZ0VF0B0,0
48,13.38563785,642.5106167,Basic,Electronic check,No,TV Shows,Yes,Mobile,35.49499563,83.16885651,12,Action,3.863569105,2,Female,6,Yes,No,GDFA3XTJ8K,0
19,15.53586709,295.1814747,Premium,Mailed check,No,Both,Yes,Mobile,11.19275888,,30,Action,4.023521119,0,Female,9,Yes,No,SGHG3FI5QO,1
113,17.77685956,2008.785131,Premium,Credit card,No,TV Shows,Yes,TV,8.239036208,141.3698885,35,Sci-Fi,4.507592372,1,Female,20,Yes,No,W0H3RB03GI,0
19,10.95883768,208.217916,Basic,Bank transfer,Yes,Both,No,Computer,16.39897024,144.041131,39,Drama,4.394372878,3,Male,9,Yes,Yes,80JWERSKN0,0
102,5.230231595,533.4836227,Basic,Bank transfer,No,Movies,No,Mobile,24.26061561,14.4740719,17,Comedy,1.974008453,5,Male,0,Yes,Yes,LPTZHDX763,0
61,7.533873675,459.5662942,Premium,Electronic check,No,Both,No,TV,29.47071011,132.0457182,37,Action,2.828988288,1,Male,22,No,Yes,98N8UKDG02,0
76,6.886444959,523.3698169,Premium,Credit card,Yes,TV Shows,Yes,TV,7.330584862,10.74526508,14,Sci-Fi,2.727374897,0,Female,3,No,Yes,AOI32JPESY,1
103,5.644324296,581.3654025,Premium,Mailed check,No,Both,Yes,Mobile,5.687571021,132.5399839,15,Drama,4.277044232,0,Male,5,Yes,No,8AR2L8SHLR,0
18,12.31120922,221.601766,Basic,Credit card,Yes,Movies,Yes,Mobile,12.12403628,146.4557742,6,Fantasy,4.582179246,1,Female,19,Yes,No,UJSA2YYL94,0
36,11.03034702,397.0924928,Basic,Bank transfer,Yes,Movies,No,TV,2.762732702,14.20713796,30,Action,1.833884157,1,Female,20,No,Yes,P6PTJK0BS3,1
38,19.5798449,744.0341061,Standard,Credit card,Yes,Both,Yes,Computer,24.25774518,28.53997079,29,Action,2.79420646,5,Female,21,Yes,No,P9ETVBRYEX,1
92,18.30077519,1683.671318,Standard,Bank transfer,Yes,Movies,No,Mobile,26.96541092,161.0603466,35,Drama,4.873587817,2,Female,21,No,Yes,EHB3ENSDNG,0
51,10.76777909,549.1567336,Standard,Credit card,Yes,TV Shows,Yes,TV,20.33611437,,10,Action,1.420201866,2,Male,21,Yes,Yes,B7Q97LPTHF,0
29,8.066524483,233.92921,Basic,Bank transfer,No,Movies,No,TV,32.30211937,58.89939438,35,Action,1.524614528,9,Male,22,No,Yes,27AHSFWT3J,0
14,10.05999419,140.8399186,Basic,Mailed check,Yes,TV Shows,No,Tablet,,60.01698838,0,Sci-Fi,2.189316682,0,Male,5,Yes,Yes,YUJWHGC6SF,0
60,11.53282991,691.9697946,Premium,Credit card,No,TV Shows,No,TV,35.47133179,80.49788122,29,Fantasy,4.074412873,1,Male,1,Yes,No,JSGSWL37GI,0
22,7.222334537,158.8913598,Premium,Mailed check,Yes,TV Shows,No,Tablet,33.71135274,133.2250488,26,Action,4.762777964,8,Female,6,No,Yes,MVZUG7CFUM,0
72,17.93874877,1291.589911,Standard,Mailed check,Yes,Both,Yes,Tablet,27.62177539,30.84597677,32,Fantasy,1.789127696,6,Female,2,No,No,1TO3PTULS1,0
112,11.68421689,1308.632292,Standard,Electronic check,No,Both,No,TV,21.65104953,170.3688943,47,Action,2.619681045,3,Female,24,Yes,Yes,KY68BJZY36,0
116,19.33280632,2242.605533,Basic,Bank transfer,Yes,Movies,Yes,Computer,,142.0566535,10,Fantasy,4.348001174,2,Male,13,No,Yes,ARX12D7YBH,0
102,9.906732355,1010.4867,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,12.79189578,146.0764947,35,Fantasy,3.132993026,6,Male,19,No,Yes,TUK01DW73Y,0
108,15.70979862,1696.658251,Basic,Mailed check,No,TV Shows,Yes,TV,18.04916774,27.04165524,26,Drama,3.516120519,5,Female,11,Yes,Yes,ZZLF40YHVL,1
100,13.89187731,1389.187731,Basic,Credit card,Yes,Movies,No,TV,,60.16914526,10,Sci-Fi,1.573389937,7,Male,9,Yes,Yes,EP58XR7M6B,0
,15.48585309,1687.957986,Standard,Bank transfer,Yes,TV Shows,No,TV,20.41944557,125.0236629,25,Fantasy,1.71158765,8,Female,2,No,No,M1GQXVGYYZ,0
67,9.148303224,612.936316,Basic,Electronic check,No,TV Shows,No,TV,14.12933297,84.76988298,0,Comedy,2.887739865,0,Female,19,Yes,Yes,LL6GUETGHW,0
44,8.082588437,355.6338912,Basic,Electronic check,No,Both,Yes,Computer,22.31865959,57.03066093,8,Drama,4.164552721,0,Female,23,Yes,Yes,L5U6V0DZ6R,0
47,8.687374521,408.3066025,Standard,Electronic check,Yes,Movies,No,Mobile,3.163027258,152.7518691,49,Sci-Fi,3.637952769,0,Female,19,No,Yes,2ENIPGENBB,1
80,7.349747835,587.9798268,Premium,Mailed check,Yes,Both,Yes,Computer,31.15411633,19.27990774,5,Sci-Fi,1.196919769,9,Male,23,Yes,Yes,CABWDNVTOL,0
11,5.137954125,56.51749537,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,30.32142233,43.10249387,24,Sci-Fi,4.225888478,4,Male,10,Yes,Yes,LRC9GDA1O1,0
22,12.12030528,266.6467161,Basic,Mailed check,No,TV Shows,Yes,Computer,3.822346936,80.93477343,35,Comedy,3.856400934,4,Male,15,No,Yes,YCULPR1IEN,1
116,13.23686622,1535.476482,Basic,Electronic check,Yes,Movies,Yes,Mobile,18.57966775,112.2657577,21,Fantasy,3.323558246,2,Male,17,Yes,No,S8JD61BDX2,0
,10.27022194,985.9413063,Premium,Credit card,Yes,Both,Yes,Mobile,32.28104791,147.9632924,43,Comedy,3.303172397,6,Male,17,Yes,No,PIEMFAMOAI,1
23,13.662842,314.245366,Basic,Bank transfer,No,Movies,No,Tablet,35.89406984,55.60397149,39,Comedy,1.75056869,9,Male,23,Yes,Yes,AYSAEEA7BP,0
,13.43925969,255.3459342,Premium,Bank transfer,Yes,Both,Yes,Tablet,36.56239609,81.44144318,23,Action,2.157652242,0,Female,21,Yes,Yes,688GZZ16HA,0
89,9.18501039,817.4659247,Premium,Bank transfer,No,TV Shows,No,Computer,23.28646567,163.638803,18,Drama,1.60724141,5,Male,13,Yes,Yes,01UB152F32,0
43,5.479830086,235.6326937,Basic,Electronic check,No,Both,No,Computer,4.530059213,134.529778,35,Action,2.586085874,2,Female,19,No,No,B2NO95PPDG,0
35,18.17248753,636.0370636,Standard,Mailed check,Yes,TV Shows,Yes,TV,,47.07059917,29,Fantasy,3.636804656,8,Female,24,No,No,D12E4AHAPK,0
113,16.53087923,1867.989353,Premium,Electronic check,No,Both,No,TV,6.777706589,65.39111363,32,Drama,4.544161627,3,Female,22,Yes,No,WRUXD7HGC4,0
17,13.45740035,228.7758059,Basic,Bank transfer,No,TV Shows,No,Computer,25.20818165,22.71605033,3,Comedy,1.913647358,9,Male,9,Yes,Yes,LJHCBHT5HQ,0
11,5.506227718,60.56850489,Premium,Bank transfer,No,Movies,Yes,TV,20.2578196,30.14726315,19,Comedy,2.427402169,1,Female,7,No,No,60I7NXY5SZ,0
96,15.47012032,1485.13155,Standard,Credit card,Yes,TV Shows,Yes,Computer,16.51491574,28.09445405,16,Drama,1.462086767,4,Male,19,No,Yes,M3VMPAD851,0
106,6.856010483,726.7371112,Standard,Bank transfer,No,Both,No,TV,6.183882431,102.1701835,46,Action,1.475682124,0,Male,7,Yes,No,KSEM8KUJJ9,0
,12.71196686,139.8316354,Premium,Credit card,No,Both,No,Mobile,36.75187003,159.6097479,38,Drama,2.453599245,1,Female,3,Yes,No,8FUZICPPA8,0
65,9.429582355,612.9228531,Standard,Mailed check,Yes,TV Shows,No,Computer,4.899862206,18.54491214,6,Comedy,1.506618441,3,Male,24,No,No,M6H93T0IDO,0
96,7.320031844,702.723057,Basic,Credit card,Yes,Both,Yes,Mobile,9.855670421,99.89242029,9,Sci-Fi,4.096619693,7,Male,13,Yes,Yes,BR2IDY4YI0,1
116,14.3690362,1666.808199,Basic,Bank transfer,Yes,TV Shows,No,Tablet,16.00531725,66.019331,18,Sci-Fi,3.725924298,8,Male,23,Yes,No,WNWDTG5FA7,0
113,9.508909273,1074.506748,Standard,Electronic check,Yes,Both,Yes,TV,5.851550513,,16,Sci-Fi,1.879528019,9,Female,21,No,No,PSXFBJUUH4,0
105,10.72427735,1126.049121,Premium,Credit card,Yes,TV Shows,No,Mobile,7.618994595,126.7494496,9,Comedy,1.429772561,2,Female,21,Yes,No,XRBH3GMSGS,0
89,7.873464711,700.7383593,Premium,Electronic check,Yes,Both,No,Tablet,31.81802937,,32,Action,1.662852187,7,Female,9,No,Yes,HGS88HN160,0
108,12.44869409,1344.458962,Premium,Credit card,No,Movies,Yes,TV,16.74268442,22.52188689,18,Sci-Fi,1.935008062,9,Female,13,Yes,Yes,R5HZXD3H71,0
63,17.2034025,1083.814357,Standard,Electronic check,No,TV Shows,Yes,Computer,3.560000502,138.5383998,30,Fantasy,4.946595157,9,Male,22,Yes,No,LNNT5AZRGF,1
103,19.66645932,2025.64531,Standard,Bank transfer,No,TV Shows,Yes,Computer,,85.02429644,8,Action,3.893045637,1,Male,8,No,Yes,IZ1JKDEN9L,0
114,6.540512855,745.6184654,Standard,Mailed check,No,Both,No,Computer,25.42167563,8.012672295,49,Sci-Fi,2.706161907,8,Male,8,Yes,Yes,FRLEI0T5ZY,1
27,17.27025734,466.296948,Standard,Mailed check,No,Movies,Yes,TV,7.603175026,72.64604764,4,Comedy,2.585367392,6,Male,1,No,No,MM6K2BQQKN,1
99,17.97422271,1779.448048,Standard,Credit card,No,TV Shows,No,Computer,23.43069242,,16,Fantasy,4.185101976,5,Female,15,No,Yes,TT12O53VK9,0
20,17.41241834,348.2483668,Basic,Mailed check,No,Both,Yes,TV,17.6216108,140.4955902,40,Comedy,1.412359747,6,Female,16,No,Yes,COT5G7CIWV,0
88,7.50485874,660.4275691,Standard,Credit card,No,TV Shows,No,Tablet,39.18634763,100.2407428,19,Action,1.56788935,9,Male,20,No,Yes,5HDCIFJC8R,0
90,18.92556782,1703.301104,Basic,Credit card,Yes,TV Shows,Yes,TV,17.90552624,121.6272124,20,Drama,3.087565753,6,Female,10,No,Yes,FCRPM3BW2G,0
60,7.99055678,479.4334068,Standard,Mailed check,No,TV Shows,Yes,Mobile,27.6982011,169.7877745,23,Drama,3.474287194,3,Male,15,No,No,TQVMCEF75S,0
75,9.396469411,704.7352058,Premium,Credit card,Yes,TV Shows,No,Tablet,15.79971783,81.0057693,39,Fantasy,2.365071178,2,Female,9,Yes,Yes,VZTJ216VYI,0
97,5.729926345,555.8028555,Basic,Credit card,No,Both,No,Computer,21.05799275,88.57579696,28,Drama,4.083586945,9,Male,18,Yes,Yes,G1NUYWTKYG,0
76,10.03979798,763.0246468,Premium,Credit card,No,Both,Yes,TV,39.16083906,94.43868086,1,Action,1.076043495,4,Male,0,Yes,No,JO3AADGU7Y,0
87,5.913216215,514.4498107,Premium,Electronic check,Yes,TV Shows,No,TV,12.76998792,34.43933179,25,Comedy,4.551361669,0,Male,3,No,No,32M8NNS5GY,1
,9.507882351,332.7758823,Premium,Mailed check,No,Movies,No,Mobile,21.16020955,126.6364484,12,Fantasy,1.542652881,8,Female,21,No,No,5DF24M3ZS8,0
92,12.434729,1143.995068,Premium,Mailed check,No,Both,No,Computer,,75.81617703,38,Comedy,1.163739549,1,Female,21,No,Yes,KF9HCHQP9L,0
,6.081014412,273.6456485,Premium,Electronic check,Yes,Movies,No,Computer,28.97798341,26.3209316,4,Drama,2.977840007,0,Female,8,Yes,Yes,J2YKLKVMD7,1
2,7.042104026,14.08420805,Standard,Bank transfer,No,TV Shows,No,TV,25.33024369,156.185245,5,Fantasy,4.079658326,5,Male,20,No,Yes,2L2JBCS3NH,0
31,6.51625806,202.0039999,Standard,Mailed check,No,Movies,No,Tablet,34.09232206,174.5195001,24,Sci-Fi,1.626871415,0,Female,18,No,No,VJ2SD7PV1V,0
76,15.73812038,1196.097149,Premium,Credit card,No,Movies,Yes,Computer,26.66913353,9.80550875,16,Fantasy,3.028323283,9,Female,13,Yes,Yes,QLAUTIREH9,0
9,9.07644759,81.68802831,Premium,Electronic check,Yes,Both,No,Computer,12.20976838,16.85315992,4,Comedy,2.76581611,4,Male,19,No,No,AQUA30IC3V,1
71,15.29525806,1085.963323,Premium,Mailed check,No,Both,No,Tablet,28.38994335,115.7102504,37,Drama,3.301823756,5,Female,20,Yes,No,CRJY94I5ED,0
101,8.240099645,832.2500641,Standard,Mailed check,Yes,Movies,No,Mobile,31.21912803,110.4325802,0,Comedy,1.368485485,8,Female,16,No,Yes,Q2YFJDVA9D,0
45,14.34615708,645.5770685,Standard,Electronic check,Yes,Both,No,Computer,25.53299249,47.47351579,47,Sci-Fi,4.038359596,5,Male,0,Yes,No,VN868U8NB8,0
54,10.26560576,554.3427111,Standard,Electronic check,Yes,TV Shows,No,Computer,12.10352236,117.5578809,45,Sci-Fi,1.472940549,3,Female,22,No,Yes,A88CDI3QU1,0
72,14.38411875,1035.65655,Basic,Credit card,No,TV Shows,Yes,TV,,,20,Drama,1.808534083,0,Female,2,Yes,No,KC2L5GTUMS,0
93,12.63703752,1175.244489,Basic,Mailed check,No,TV Shows,No,Mobile,23.98160155,130.23382,16,Drama,3.850103574,5,Female,4,No,No,W8UVBEGYEJ,0
52,10.63086459,552.8049588,Premium,Mailed check,Yes,TV Shows,No,TV,14.81584008,,37,Drama,1.358370282,6,Male,1,Yes,Yes,FNHVDT4MAB,0
,19.37596866,2266.988333,Basic,Bank transfer,No,Movies,No,Tablet,34.04039837,97.09801817,31,Drama,4.353192163,9,Female,11,No,No,JBV6NSMU9G,0
81,12.358401,1001.030481,Standard,Credit card,No,Movies,No,Tablet,,171.7955852,34,Sci-Fi,3.305115851,8,Male,4,Yes,Yes,VP5ET49FD8,0
22,11.59194596,255.0228111,Premium,Credit card,Yes,TV Shows,No,Computer,,52.68471177,6,Sci-Fi,3.307913871,3,Male,1,Yes,Yes,LH307YVK12,0
74,13.21140802,977.6441933,Basic,Credit card,Yes,TV Shows,Yes,Tablet,30.41497491,142.0825743,33,Action,2.573504349,9,Male,2,Yes,No,AKR9JHCQK5,0
78,9.296762179,725.1474499,Standard,Credit card,Yes,Movies,Yes,Tablet,31.3080622,9.204173519,8,Fantasy,3.965775334,1,Male,15,Yes,No,9U1FI93WS3,0
,15.91262774,334.1651826,Premium,Electronic check,Yes,TV Shows,No,Computer,5.654253894,,45,Action,1.01655502,2,Male,22,Yes,Yes,GBTXSTXEDS,0
10,6.769259478,67.69259478,Premium,Electronic check,Yes,Both,No,Tablet,12.38425718,138.6571675,25,Fantasy,4.836623974,1,Male,21,Yes,Yes,PBTKP9BIDP,0
1,8.577251087,8.577251087,Standard,Mailed check,Yes,TV Shows,Yes,TV,11.94281906,16.92325952,37,Comedy,3.622845937,4,Male,2,No,Yes,0IWXD9ULEZ,0
68,13.66516818,929.2314363,Basic,Credit card,No,Movies,No,Tablet,4.735079635,87.91083616,21,Comedy,2.053481406,1,Female,0,Yes,Yes,TGJH0G8GRJ,0
80,8.629471205,690.3576964,Standard,Electronic check,No,Movies,No,Mobile,26.32845378,70.59069925,28,Fantasy,2.950601608,8,Male,1,No,No,VPNN1DH8JJ,0
52,8.045261793,418.3536132,Premium,Mailed check,No,Movies,No,Tablet,38.43551197,91.11468223,32,Fantasy,3.807636881,0,Male,22,No,Yes,RZG883AP8Z,0
32,7.352002772,235.2640887,Basic,Mailed check,No,Both,Yes,Computer,23.33315134,102.4185865,41,Drama,4.362217968,2,Female,9,Yes,No,H7YDU9C8JW,0
50,7.674414058,383.7207029,Premium,Bank transfer,Yes,Both,No,Computer,28.47155892,170.5358507,35,Drama,3.429224925,7,Female,4,No,No,NE8BJ5A74D,0
11,11.09173986,122.0091385,Basic,Mailed check,Yes,Both,No,Mobile,37.46595851,41.2382406,23,Action,1.566898676,6,Male,2,No,Yes,A60L2QUIQF,1
98,10.21773612,1001.33814,Standard,Bank transfer,Yes,Movies,Yes,Tablet,27.52039411,155.0891892,23,Action,2.937609581,2,Male,11,Yes,Yes,B7L2P28WB1,0
29,8.257852186,239.4777134,Premium,Credit card,No,Movies,Yes,TV,,14.39496384,7,Comedy,1.533336408,8,Female,5,Yes,Yes,HRPR5HF4OW,0
42,13.43705557,564.356334,Premium,Electronic check,Yes,TV Shows,Yes,Computer,4.198121354,46.7004092,8,Action,4.879293896,2,Female,14,No,No,VCDY3A8WMV,0
29,8.452304082,245.1168184,Premium,Bank transfer,No,TV Shows,Yes,Mobile,12.89343357,51.5445267,26,Action,4.007447546,0,Male,22,No,Yes,KB6TMM8X14,1
119,15.11307808,1798.456292,Basic,Mailed check,No,TV Shows,Yes,TV,13.25975736,60.23932063,1,Comedy,3.148404094,7,Male,4,No,Yes,1UFDMH1S6O,0
17,10.29887221,175.0808276,Premium,Electronic check,Yes,Movies,Yes,Tablet,17.16065688,168.8796676,30,Action,1.788009448,6,Male,6,Yes,No,125DQKBS6K,0
84,8.174963543,686.6969376,Standard,Bank transfer,No,Movies,No,TV,29.71715509,25.27794308,43,Drama,4.626073208,7,Female,0,Yes,Yes,9IFR4FINJM,0
74,13.67436897,1011.903303,Basic,Credit card,No,TV Shows,No,Mobile,13.2260542,38.58648333,18,Comedy,3.687089649,4,Female,6,No,No,S2CT2M5L4Z,1
14,7.83610456,109.7054638,Premium,Credit card,No,Both,Yes,Computer,23.32854181,,37,Sci-Fi,4.721786827,6,Male,16,Yes,No,PMMEZ5S386,1
38,9.372396157,356.151054,Premium,Mailed check,Yes,TV Shows,No,TV,1.892815814,21.75038098,15,Comedy,3.571983905,0,Female,3,No,Yes,KTV6I23TRV,0
7,16.24635509,113.7244856,Premium,Mailed check,No,Both,Yes,TV,13.44913332,15.81535466,22,Comedy,4.118895273,6,Female,3,No,No,F15SD0S0GN,0
,13.51906226,797.6246735,Standard,Bank transfer,No,Both,Yes,TV,2.154814092,152.1475501,7,Comedy,1.321200396,3,Female,6,No,Yes,ZWBP6PZ48D,0
72,10.49426068,755.5867686,Basic,Mailed check,Yes,TV Shows,Yes,TV,,140.2873573,44,Fantasy,2.605145286,0,Male,24,No,No,5FNY65H0RO,0
18,10.82776792,194.8998226,Standard,Credit card,Yes,Movies,No,TV,4.132122126,171.891559,47,Comedy,1.439526853,5,Female,7,No,Yes,AGGX4WJIMW,1
34,13.9482942,474.2420029,Basic,Bank transfer,No,Movies,Yes,TV,32.95549832,75.9444977,10,Fantasy,3.142342378,3,Female,19,No,No,LU5JFIJNGV,0
14,13.93466391,195.0852948,Basic,Credit card,No,Movies,Yes,Tablet,19.66469683,117.0935471,15,Sci-Fi,4.374517043,4,Female,9,No,Yes,0EYRL45YI5,0
111,6.622788747,735.1295509,Premium,Electronic check,No,Both,No,Computer,27.53286025,61.89954453,19,Sci-Fi,2.925760885,9,Female,16,Yes,Yes,PLQJM38Z4M,0
19,6.497431022,123.4511894,Premium,Credit card,Yes,TV Shows,No,TV,25.13533255,38.06965743,49,Action,2.351398853,6,Male,13,No,No,G30T9T5AKW,0
115,14.33304627,1648.300321,Basic,Electronic check,No,TV Shows,No,TV,32.62743131,107.6816293,35,Sci-Fi,4.027819007,4,Male,3,Yes,Yes,1S8H9KGIKP,0
102,16.65038759,1698.339534,Standard,Mailed check,Yes,Both,No,TV,18.76786716,32.0695995,10,Sci-Fi,3.306765542,1,Male,14,No,No,8K5GEZTNFJ,0
46,9.00194772,414.0895951,Basic,Mailed check,Yes,Movies,No,Mobile,,55.06618377,25,Drama,4.788182366,1,Male,7,No,Yes,JXAJZQZI0L,0
6,9.491394624,56.94836774,Basic,Mailed check,No,TV Shows,Yes,Mobile,7.377171944,78.13000817,15,Sci-Fi,1.065920776,8,Female,14,No,No,0E35FW5HRT,0
83,13.51069911,1121.388026,Premium,Electronic check,Yes,Both,Yes,Tablet,8.299118541,12.8537687,16,Comedy,2.735752063,1,Female,18,No,No,08E72EP89R,0
15,13.0502023,195.7530346,Basic,Mailed check,Yes,Both,Yes,Computer,20.78731709,52.57917024,19,Drama,3.066123916,0,Male,5,No,No,Z2F5TX4E96,0
84,16.14221672,1355.946204,Premium,Electronic check,No,TV Shows,Yes,Mobile,24.62484,165.8627301,8,Drama,3.678504183,5,Female,9,Yes,No,OXK330RB1T,0
2,12.01960971,24.03921941,Standard,Credit card,No,Movies,Yes,TV,35.45096797,152.5156274,40,Comedy,4.068442608,4,Female,18,No,Yes,RYVW7JP4Q9,0
33,7.194161322,237.4073236,Standard,Credit card,No,Both,Yes,Tablet,33.6740329,120.1710022,26,Drama,3.797755104,2,Male,23,No,Yes,YA37DX9FEG,0
25,16.72085058,418.0212644,Standard,Electronic check,No,TV Shows,Yes,TV,11.67475478,,40,Comedy,2.969768653,2,Female,8,Yes,Yes,F8PTJ2GIN4,0
27,6.34187397,171.2305972,Basic,Electronic check,No,Movies,No,TV,18.72051156,88.08660833,28,Fantasy,2.894328797,8,Male,15,No,No,QYIIRRFXOU,0
47,17.96444787,844.3290499,Standard,Credit card,No,TV Shows,Yes,TV,32.87257303,143.6919157,20,Action,4.100281814,3,Male,8,No,Yes,S8D1QTN6KQ,0
3,8.022685444,24.06805633,Basic,Electronic check,No,Both,No,Computer,32.51955409,5.033618637,28,Drama,4.00471077,5,Male,17,No,Yes,M9OE75W7ZU,0
8,17.53837021,140.3069617,Basic,Electronic check,No,Both,Yes,Mobile,16.43298133,164.1688637,12,Comedy,3.992254915,6,Male,22,No,No,2QXOJRQGLD,1
101,16.84558316,1701.403899,Basic,Bank transfer,No,Both,No,Mobile,11.60396081,10.3775047,35,Drama,1.172093967,2,Male,1,No,No,KRZPY287YG,1
19,5.192199974,98.65179951,Standard,Mailed check,Yes,Both,No,Mobile,6.988671359,159.2440463,44,Drama,2.198558002,1,Female,15,Yes,Yes,OCLKHD5HQC,0
,7.787146639,373.7830387,Standard,Bank transfer,Yes,Both,Yes,Tablet,6.722863443,77.53236934,2,Comedy,1.034879339,7,Male,3,No,No,4UNS911BRX,1
